9,0901,1,5,12,3,7,1,1,0,1
9,0901,1,5,23,3,7,1,1,0,1
9,0901,1,5,19,7,3,1,0,0,0
9,0901,1,5,19,5,4,1,0,0,0
9,0901,1,5,15,3,4,1,0,0,0
9,0901,1,5,13,4,3,1,0,0,0
9,0901,1,5,13,3,4,1,0,0,0
9,0901,1,5,10,7,3,1,1,0,1
9,0901,1,5,2,6,3,1,0,0,0
9,0901,1,5,1,6,3,1,18,0,18
9,0901,1,5,22,3,7,1,1,0,1
9,0901,1,5,19,5,4,1,0,0,0
9,0901,1,5,20,4,3,1,1,0,1
9,0901,1,5,15,5,4,1,1,0,1
9,0901,1,5,11,1,3,1,2,0,2
9,0901,1,5,10,3,4,1,2,0,2
9,0901,1,5,4,1,3,1,1,0,1
9,0901,1,5,3,3,4,1,1,0,1
9,0901,1,5,6,6,3,1,0,1,1
9,0901,1,5,10,6,3,1,3,1,4
9,0901,1,5,22,3,7,1,2,0,2
9,0901,1,5,16,3,4,1,3,0,3
9,0901,1,6,21,5,4,1,0,0,0
9,0901,1,6,20,3,4,1,0,0,0
9,0901,1,6,11,3,2,1,0,0,0
9,0901,1,6,8,4,3,1,1,0,1
9,0901,1,7,4,3,1,1,0,0,0
9,0901,1,7,9,3,2,1,6,0,6
9,0901,1,7,12,3,7,1,1,0,1
9,0901,1,7,20,1,3,1,1,0,1
9,0901,1,7,21,1,3,1,1,0,1
9,0901,1,7,22,4,3,1,0,0,0
9,0901,1,7,17,3,7,1,1,0,1
9,0901,1,1,22,4,3,1,0,1,1
9,0901,1,1,15,3,7,1,1,0,1
9,0901,1,1,15,2,3,1,1,0,1
9,0901,1,1,13,6,9,1,4,0,4
9,0901,1,1,15,3,7,1,1,0,1
9,0901,1,1,7,3,7,1,0,0,0
9,0901,1,1,0,3,7,1,3,0,3
9,0901,1,1,12,3,7,1,1,0,1
9,0901,1,1,16,3,4,1,1,0,1
9,0901,1,1,22,5,1,1,1,0,1
9,0901,1,2,7,3,7,1,2,0,2
9,0901,1,2,7,3,3,1,1,0,1
9,0901,1,2,11,7,9,1,2,0,2
9,0901,1,2,13,3,7,1,2,0,2
9,0901,1,2,14,4,3,1,2,0,2
9,0901,1,2,19,1,5,1,1,0,1
9,0901,1,2,20,3,7,1,1,0,1
9,0901,1,2,22,3,7,1,2,0,2
9,0901,1,2,22,3,7,1,2,0,2
9,0901,1,2,18,1,3,1,1,0,1
9,0901,1,2,22,1,3,1,1,0,1
9,0901,1,3,11,3,2,1,1,0,1
9,0901,1,3,15,3,2,1,0,0,0
9,0901,1,3,6,3,2,1,1,0,1
9,0901,1,3,6,3,7,1,3,0,3
9,0901,1,3,5,7,3,1,0,0,0
9,0901,1,3,8,3,4,1,1,0,1
9,0901,1,3,13,3,7,1,0,0,0
9,0901,1,3,14,3,7,1,1,0,1
9,0901,1,3,15,3,7,1,2,0,2
9,0901,1,3,16,3,7,1,0,0,0
9,0901,1,3,17,7,3,1,0,0,0
9,0901,1,3,16,7,4,1,1,0,1
9,0901,1,3,22,3,1,1,2,0,2
9,0901,1,3,19,1,3,1,1,0,1
9,0901,1,4,2,4,3,1,0,0,0
9,0901,1,4,15,3,4,1,1,0,1
9,0901,1,4,5,3,1,1,1,0,1
9,0901,1,4,20,4,3,1,0,0,0
9,0901,1,4,18,3,7,1,1,0,1
9,0901,1,4,8,2,4,1,1,0,1
9,0901,1,4,6,5,4,1,0,0,0
9,0901,1,4,8,5,7,1,3,0,3
9,0901,1,5,1,4,1,1,1,0,1
9,0901,1,5,11,3,4,1,0,0,0
9,0901,1,5,14,1,3,1,1,0,1
9,0901,1,5,16,1,3,1,1,0,1
9,0901,1,5,18,3,7,1,0,0,0
9,0901,1,5,16,3,7,1,0,0,0
9,0901,1,5,17,3,4,1,3,0,3
9,0901,1,5,10,3,7,1,1,0,1
9,0901,1,5,19,3,7,1,1,0,1
9,0901,1,5,23,7,3,1,1,0,1
9,0901,1,5,21,1,3,1,1,0,1
9,0901,1,5,17,3,4,1,1,0,1
9,0901,1,5,11,1,3,1,1,0,1
9,0901,1,6,1,2,3,1,1,0,1
9,0901,1,6,5,3,7,1,0,0,0
9,0901,1,6,3,4,3,1,0,0,0
9,0901,1,6,23,1,3,1,1,0,1
9,0901,1,6,10,3,7,1,1,0,1
9,0901,1,6,15,3,1,1,2,0,2
9,0901,1,6,18,1,3,1,2,0,2
9,0901,1,6,20,1,3,1,0,1,1
9,0901,1,6,17,3,7,1,0,0,0
9,0901,1,6,14,5,4,1,0,0,0
9,0901,1,6,23,3,7,1,1,0,1
9,0901,1,6,14,3,7,1,3,0,3
9,0901,1,7,2,3,7,1,0,0,0
9,0901,1,7,1,3,7,1,0,0,0
9,0901,1,7,6,4,3,1,0,0,0
9,0901,1,7,6,3,7,1,0,0,0
9,0901,1,7,8,4,3,1,0,1,1
9,0901,1,7,1,4,1,1,6,0,6
9,0901,1,7,2,3,1,1,1,0,1
9,0901,1,7,6,4,1,1,1,0,1
9,0901,1,7,7,4,3,1,6,0,6
9,0901,1,7,10,3,7,1,1,0,1
9,0901,1,7,11,4,1,1,2,0,2
9,0901,1,7,13,3,4,1,1,0,1
9,0901,1,7,17,3,1,1,2,0,2
9,0901,1,7,22,3,1,1,0,0,0
9,0901,1,1,18,3,4,1,2,0,2
9,0901,1,1,0,4,1,1,1,0,1
9,0901,1,1,2,7,3,1,1,0,1
9,0901,1,1,5,4,1,1,0,1,1
9,0901,1,1,19,1,3,1,1,0,1
9,0901,1,1,10,3,7,1,1,0,1
9,0901,1,1,7,1,3,1,1,0,1
9,0901,1,1,9,3,1,1,2,0,2
9,0901,1,2,8,3,7,1,1,0,1
9,0901,1,2,8,3,7,1,0,0,0
9,0901,1,2,12,1,3,1,1,0,1
9,0901,1,2,13,5,4,1,0,0,0
9,0901,1,2,17,1,3,1,1,0,1
9,0901,1,2,8,3,7,1,1,0,1
9,0901,1,2,16,3,4,1,2,0,2
9,0901,1,2,19,3,7,1,2,0,2
9,0901,1,3,3,4,3,1,0,0,0
9,0901,1,3,15,3,7,1,2,0,2
9,0901,1,3,8,4,3,1,1,0,1
9,0901,1,3,8,3,7,1,1,0,1
